Alabama
date         4/28  4/29  4/30  5/01  5/02  5/03  5/04
Wagoner         115   116   118   119   120   122   122
Washington      231   244   248   256   263   268   273
Washita           1     0     0     0     0     0     0
Woods             3     3     3     3     3     3     3
Woodward          1     1     1     1     1     1     1
totals         3281  3410  3473  3618  3748  3851  3972

Oregon
date         4/28  4/29  4/30  5/01  5/02  5/03  5/04
Baker           0     0     0     0     0     0     0
Benton         29    29    29    30    32    32    32
Clackamas     204   205   206   214   222   224   225
Clatsop         6     6     6     6     7     7     7
Columbia       14    14    14    14    14    14    14
Coos           14    15    15    20    21    21    25
Crook           1     1     1     1     1     1     1
Curry           4     4     4     4     4     4     4
Deschutes      75    75    75    76    76    78    78
Douglas        23    23    23    23    24    24    24
Gilliam         0     0     0     0     0     0     0
Grant           1     1     1     1     1     1     1
Harney          0     1     1     1     1     1     1
Hood River      5     5     6     6     6     7     9
Jackson        49    49    49    49    49    49    49
Jefferson       6     6    10    10    10    13    13
Josephine      20    20    20    20    21    21    22
Klamath        36    37    37    38    39    39    39
Lake            0     0     0     0     0     0     0
Lane           50    50    50    50    50    54    54
Lincoln         5     5     5     5     5     5     5
Linn           79    81    82    86    87    87    87
Malheur         7     7     7     8    10    12    13
Marion        447   456   474   491   508   523   544
Morrow          5     6     6     6     8     9     9
Multnomah     664   677   696   707   720   734   739
Polk           38    38    39    39    42    41    41
Sherman         1     1     1     1     1     1     1
Tillamook       6     6     6     6     6     6     6
Umatilla       36    37    45    50    57    61    64
Unassigned      0     0     0     0     0     0     0
Union           4     4     4     4     4     4     4
Wallowa         1     1     1     1     1     1     1
Wasco          12    13    13    13    13    13    13
Washington    475   474   481   491   500   509   516
Wheeler         0     0     0     0     0     0     0
Yamhill        37    38    39    39    39    39    39
totals       2354  2385  2446  2510  2579  2635  2680

Pennsylvania
date             4/28  4/29  4/30  5/01  5/02  5/03  5/04
Adams             122   124   130   137   140   141   145
Allegheny        1224  1235  1273  1289  1319  1333  1345
Armstrong          47    50    50    51    52    52    52
Beaver            387   388   392   405   426   435   435
Bedford            21    22    24    24    24    24    24
Berks            2526  2605  2637  2698  2748  2810  2886
Blair              21    21    23    23    23    23    24
Bradford           28    28    29    31    33    35    35
Bucks            2585  2675  2776  2907  3070  3182  3286
Butler            170   174   175   178   180   180   180
Cambria            21    22    25    28    31    32    33
Cameron             1     1     1     1     1     1     1
Carbon            164   169   170   175   181   182   183
Centre             87    93    95    96    96    96   102
Chester          1214  1256  1304  1375  1432  1469  1502
Clarion            22    23    23    23    23    23    23
Clearfield         11    11    14    16    16    16    21
Clinton            25    29    30    31    32    34    32
Columbia          277   279   283   283   289   290   291
Crawford           19    19    19    19    19    19    19
Cumberland        282   296   324   343   349   365   373
Dauphin           529   553   558   584   601   617   634
Delaware         3361  3463  3619  3696  3848  3999  4113
Elk                 3     3     3     3     3     4     4
Erie               82    86    87    87    87    90    91
Fayette            79    79    80    80    81    82    83
Forest              7     7     7     7     7     7     7
Franklin          227   237   264   284   313   325   351
Fulton              3     3     5     5     5     6     6
Greene             25    26    26    26    26    27    27
Huntingdon         24    26    29    38    40    48    56
Indiana            63    62    63    63    63    63    69
Jefferson           4     4     4     4     4     6     6
Juniata            79    81    82    83    84    84    86
Lackawanna        833   854   873   913   934   968   999
Lancaster        1633  1678  1703  1765  1820  1904  1936
Lawrence           63    63    64    65    65    65    65
Lebanon           621   635   648   676   694   710   735
Lehigh           2636  2685  2719  2796  2850  2896  2924
