Alabama
date         4/28  4/29  4/30  5/01  5/02  5/03  5/04
Clarke               3     3     3     3     3     3     3
Clay                 2     2     2     2     2     2     2
Coahoma              2     3     3     3     3     3     3
Copiah               1     1     1     1     1     1     1
Covington            0     0     0     0     0     0     0
DeSoto               4     4     4     4     4     4     4
Forrest              8     8    10    12    12    13    14
Franklin             1     1     1     1     1     1     1
George               1     1     1     1     1     1     1
Greene               1     1     1     1     1     1     1
Grenada              0     0     0     0     0     0     1
Hancock              5     5     5     5     5     5     5
Harrison             6     6     6     6     6     6     6
Hinds                7     7     7     8     8     8     8
Holmes               5     5     5     5     9     9     9
Humphreys            3     3     3     3     3     4     4
Issaquena            0     0     0     0     0     0     0
Itawamba             2     2     2     3     3     4     4
Jackson              6     6     6     6     6     7     7
Jasper               1     1     1     1     1     1     1
Jefferson            0     0     0     0     0     0     0
Jefferson Davis      1     1     1     1     1     1     1
Jones                1     1     1     1     2     2     2
Kemper               1     1     1     2     3     3     3
Lafayette            3     3     3     3     3     3     3
Lamar                2     2     2     2     2     2     2
Lauderdale          19    19    19    20    23    25    26
Lawrence             0     0     0     0     0     0     0
Leake                1     1     2     2     2     1     2
Lee                  4     4     4     4     4     4     4
Leflore             15    15    16    17    17    17    17
Lincoln              9     9     9    10    11    11    11
Lowndes              2     2     2     2     2     2     3
Madison              6     7     8     8     8     8     9
Marion               5     5     5     6     7     7     7
Marshall             2     2     2     2     2     2     2
Monroe               9    12    13    14    16    16    16
Montgomery           1     1     1     1     1     1     1
Neshoba              3     3     3     3     4     4     4
Newton               0     0     0     0     0     0     0
Noxubee              0     0     0     0     0     1     1
Oktibbeha            3     3     3     3     3     3     3
Panola               2     2     2     2     2     2     2
Pearl River         14    15    18    19    20    20    20
Perry                1     1     1     1     1     1     1
Pike                 5     7     7     7     7     7     7
Pontotoc             2     2     2     2     2     2     2
Prentiss             1     1     1     1     1     1     1
Quitman              0     0     0     0     0     0     0
Rankin               5     5     5     5     5     5     6
Scott                0     0     0     0     0     1     2
Sharkey              0     0     0     0     0     0     0
Simpson              0     0     0     0     0     0     0
Smith                4     4     4     4     4     4     4
Stone                0     0     0     0     0     0     0
Sunflower            2     2     2     2     2     2     2
Tallahatchie         1     1     1     1     1     1     1
Tate                 0     0     0     0     0     0     0
Tippah               7     7     7     7    10    10    10
Tishomingo           0     0     0     0     0     0     0
